Game Name,Game Name, Platform,Sales in Europe(millions),Sales in Japan(millions),Sales in North America(millions),Sales in the rest world(millions),Total Worldwide Sales(millions)
Destroy All Humans! Path of the Furon,Game: Destroy All Humans! Path of the Furon, Platform: X360,0.04,0,0.08,0.01,0.13
Dynasty Warriors: Gundam 2,Game: Dynasty Warriors: Gundam 2, Platform: X360,0.03,0.08,0.07,0.01,0.19
The Incredible Hulk,Game: The Incredible Hulk, Platform: X360,0.03,0,0.22,0.02,0.27
Spider-Man: Web of Shadows,Game: Spider-Man: Web of Shadows, Platform: X360,0.02,0,0.36,0.03,0.41
Madagascar: Escape 2 Africa,Game: Madagascar: Escape 2 Africa, Platform: X360,0.1,0,0.12,0.03,0.25
Golden Axe: Beast Rider,Game: Golden Axe: Beast Rider, Platform: X360,0.11,0,0.19,0.03,0.33
Viking: Battle for Asgard,Game: Viking: Battle for Asgard, Platform: X360,0.24,0,0.16,0.05,0.45
Condemned 2: Bloodshot,Game: Condemned 2: Bloodshot, Platform: X360,0.19,0,0.38,0.06,0.63
Iron Man,Game: Iron Man, Platform: X360,0.24,0,0.27,0.06,0.57
Naruto: The Broken Bond,Game: Naruto: The Broken Bond, Platform: X360,0.28,0,0.24,0.07,0.59
Lost: Via Domus,Game: Lost: Via Domus, Platform: X360,0.34,0,0.18,0.07,0.59
Top Spin 3,Game: Top Spin 3, Platform: X360,0.4,0,0.09,0.07,0.57
Turok,Game: Turok, Platform: X360,0.21,0.01,0.46,0.07,0.75
Prince of Persia,Game: Prince of Persia, Platform: X360,0.35,0.02,0.54,0.1,1.01
Ninja Gaiden II,Game: Ninja Gaiden II, Platform: X360,0.22,0.05,0.65,0.1,1.01
Tomb Raider: Underworld,Game: Tomb Raider: Underworld, Platform: X360,0.43,0.01,0.53,0.11,1.08
Bully: Scholarship Edition,Game: Bully: Scholarship Edition, Platform: X360,0.4,0.03,0.53,0.11,1.07
Dead Space,Game: Dead Space, Platform: X360,0.4,0,0.89,0.13,1.42
Devil May Cry 4,Game: Devil May Cry 4, Platform: X360,0.34,0.08,0.79,0.13,1.35
007: Quantum of Solace,Game: 007: Quantum of Solace, Platform: X360,0.52,0.01,0.82,0.14,1.49
Far Cry 2,Game: Far Cry 2, Platform: X360,0.69,0.02,0.71,0.18,1.6
SpongeBob's Truth or Square (US sales),Game: SpongeBob's Truth or Square (US sales), Platform: X360,0,0,0.25,0,0.25
Brave: A Warrior's Tale,Game: Brave: A Warrior's Tale, Platform: X360,0.01,0,0.05,0,0.06
SpongeBob's Truth or Square,Game: SpongeBob's Truth or Square, Platform: X360,0.04,0,0.03,0,0.07
Tornado Outbreak,Game: Tornado Outbreak, Platform: X360,0,0,0.07,0.01,0.08
Watchmen: The End is Nigh Part 1 & 2,Game: Watchmen: The End is Nigh Part 1 & 2, Platform: X360,0,0,0.09,0.01,0.1
Chaotic: Shadow Warriors,Game: Chaotic: Shadow Warriors, Platform: X360,0,0,0.14,0.01,0.15
Fairytale Fights,Game: Fairytale Fights, Platform: X360,0.02,0,0.14,0.01,0.17
Night at the Museum: Battle of the Smithsonian,Game: Night at the Museum: Battle of the Smithsonian, Platform: X360,0.03,0,0.07,0.01,0.11
Planet 51,Game: Planet 51, Platform: X360,0.03,0,0.07,0.01,0.11
Ice Age: Dawn of the Dinosaurs,Game: Ice Age: Dawn of the Dinosaurs, Platform: X360,0.03,0,0.09,0.01,0.13
Monsters vs. Aliens,Game: Monsters vs. Aliens, Platform: X360,0.03,0,0.12,0.01,0.17
G-Force,Game: G-Force, Platform: X360,0.05,0,0.11,0.01,0.17
X-Blades,Game: X-Blades, Platform: X360,0.02,0.02,0.1,0.01,0.14
Bakugan: Battle Brawlers,Game: Bakugan: Battle Brawlers, Platform: X360,0.02,0,0.2,0.02,0.24
Afro Samurai,Game: Afro Samurai, Platform: X360,0.05,0,0.16,0.02,0.24
G.I. Joe: The Rise of Cobra,Game: G.I. Joe: The Rise of Cobra, Platform: X360,0.05,0,0.17,0.02,0.24
Ben 10 Alien Force: Vilgax Attacks,Game: Ben 10 Alien Force: Vilgax Attacks, Platform: X360,0.09,0,0.11,0.02,0.22
Way of the Samurai 3,Game: Way of the Samurai 3, Platform: X360,0.05,0.02,0.12,0.02,0.21
Dynasty Warriors: Strikeforce,Game: Dynasty Warriors: Strikeforce, Platform: X360,0.06,0.02,0.13,0.02,0.23
Dynasty Warriors 6 Empires,Game: Dynasty Warriors 6 Empires, Platform: X360,0.02,0.04,0.16,0.02,0.24
Up,Game: Up, Platform: X360,0.07,0,0.2,0.03,0.29
SAW,Game: SAW, Platform: X360,0.12,0,0.13,0.03,0.29
Harry Potter and the Half-Blood Prince,Game: Harry Potter and the Half-Blood Prince, Platform: X360,0.12,0,0.17,0.03,0.32
Mini Ninjas,Game: Mini Ninjas, Platform: X360,0.14,0,0.12,0.03,0.29
Overlord II,Game: Overlord II, Platform: X360,0.14,0,0.15,0.03,0.32
Ninja Blade,Game: Ninja Blade, Platform: X360,0.14,0.02,0.14,0.03,0.33
Star Wars The Clone Wars: Republic Heroes,Game: Star Wars The Clone Wars: Republic Heroes, Platform: X360,0.17,0,0.18,0.04,0.4
The Saboteur,Game: The Saboteur, Platform: X360,0.21,0,0.26,0.05,0.51
Ghostbusters: The Video Game,Game: Ghostbusters: The Video Game, Platform: X360,0.14,0,0.43,0.06,0.63
The Lord of the Rings: Conquest,Game: The Lord of the Rings: Conquest, Platform: X360,0.21,0,0.37,0.06,0.64
X-Men Origins: Wolverine - Uncaged Edition,Game: X-Men Origins: Wolverine - Uncaged Edition, Platform: X360,0.21,0,0.42,0.06,0.69
Tom Clancy's HAWX,Game: Tom Clancy's HAWX, Platform: X360,0.19,0.02,0.31,0.06,0.58
Avatar: The Game,Game: Avatar: The Game, Platform: X360,0.35,0,0.34,0.08,0.78
The Godfather II,Game: The Godfather II, Platform: X360,0.24,0.01,0.47,0.08,0.79
Bayonetta,Game: Bayonetta, Platform: X360,0.26,0.09,0.51,0.08,0.94
Brutal Legend,Game: Brutal Legend, Platform: X360,0.27,0,0.62,0.09,0.98
LEGO Indiana Jones 2: The Adventure Continues,Game: LEGO Indiana Jones 2: The Adventure Continues, Platform: X360,0.33,0,0.62,0.09,1.04
[Prototype],Game: [Prototype], Platform: X360,0.35,0,0.84,0.12,1.31
No More Heroes: Heroes' Paradise,Game: No More Heroes: Heroes' Paradise, Platform: X360,0,0.02,0,0,0.02
MySims SkyHeroes,Game: MySims SkyHeroes, Platform: X360,0,0,0.09,0.01,0.1
Legend of the Guardians: The Owls of Ga'Hoole,Game: Legend of the Guardians: The Owls of Ga'Hoole, Platform: X360,0.01,0,0.06,0.01,0.08
How to Train Your Dragon,Game: How to Train Your Dragon, Platform: X360,0.02,0,0.11,0.01,0.14
Bakugan Battle Brawlers: Defenders of the Core,Game: Bakugan Battle Brawlers: Defenders of the Core, Platform: X360,0.02,0,0.11,0.01,0.15
Marvel Super Hero Squad: The Infinity Gauntlet,Game: Marvel Super Hero Squad: The Infinity Gauntlet, Platform: X360,0.02,0,0.12,0.01,0.15
Create,Game: Create, Platform: X360,0.03,0,0.1,0.01,0.14
Splatterhouse,Game: Splatterhouse, Platform: X360,0.03,0,0.14,0.01,0.18
Megamind: Ultimate Showdown,Game: Megamind: Ultimate Showdown, Platform: X360,0.04,0,0.07,0.01,0.12
Saw II: Flesh & Blood,Game: Saw II: Flesh & Blood, Platform: X360,0.04,0,0.1,0.01,0.16
Dynasty Warriors: Gundam 3,Game: Dynasty Warriors: Gundam 3, Platform: X360,0.04,0.02,0.11,0.01,0.18
N3 II: Ninety-Nine Nights,Game: N3 II: Ninety-Nine Nights, Platform: X360,0.07,0.04,0.06,0.01,0.17
Fist of the North Star: Ken's Rage,Game: Fist of the North Star: Ken's Rage, Platform: X360,0.02,0.06,0.07,0.01,0.16
TRON: Evolution,Game: TRON: Evolution, Platform: X360,0.05,0,0.24,0.02,0.31
Clash of the Titans,Game: Clash of the Titans, Platform: X360,0.06,0,0.08,0.02,0.16
Deadly Premonition,Game: Deadly Premonition, Platform: X360,0.06,0,0.18,0.02,0.27
Prison Break: The Conspiracy,Game: Prison Break: The Conspiracy, Platform: X360,0.12,0,0.07,0.02,0.21
Dark Void,Game: Dark Void, Platform: X360,0.09,0,0.19,0.03,0.31
Spider-Man: Shattered Dimensions,Game: Spider-Man: Shattered Dimensions, Platform: X360,0.09,0,0.24,0.03,0.36
Iron Man 2,Game: Iron Man 2, Platform: X360,0.1,0,0.15,0.03,0.27
Tom Clancy's HAWX 2,Game: Tom Clancy's HAWX 2, Platform: X360,0.09,0.01,0.24,0.03,0.36
Naughty Bear,Game: Naughty Bear, Platform: X360,0.16,0,0.21,0.04,0.41
Harry Potter and the Deathly Hallows - Part 1,Game: Harry Potter and the Deathly Hallows - Part 1, Platform: X360,0.2,0,0.21,0.04,0.46
Enslaved: Odyssey to the West,Game: Enslaved: Odyssey to the West, Platform: X360,0.19,0,0.3,0.05,0.55
Castlevania: Lords of Shadow,Game: Castlevania: Lords of Shadow, Platform: X360,0.18,0.01,0.42,0.05,0.67
Prince of Persia: The Forgotten Sands,Game: Prince of Persia: The Forgotten Sands, Platform: X360,0.26,0,0.3,0.06,0.62
Toy Story 3: The Video Game,Game: Toy Story 3: The Video Game, Platform: X360,0.29,0,0.41,0.07,0.78
Dante's Inferno,Game: Dante's Inferno, Platform: X360,0.2,0.02,0.63,0.07,0.92
Red Dead Redemption: Undead Nightmare,Game: Red Dead Redemption: Undead Nightmare, Platform: X360,0.39,0.02,0.57,0.09,1.07
Darksiders,Game: Darksiders, Platform: X360,0.29,0.01,0.67,0.1,1.06
Star Wars: The Force Unleashed II,Game: Star Wars: The Force Unleashed II, Platform: X360,0.4,0,0.95,0.12,1.47
Dead Rising 2,Game: Dead Rising 2, Platform: X360,0.53,0.09,0.75,0.12,1.5
Alan Wake,Game: Alan Wake, Platform: X360,0.51,0.05,0.66,0.13,1.35
LEGO Harry Potter: Years 1-4,Game: LEGO Harry Potter: Years 1-4, Platform: X360,0.5,0,0.95,0.14,1.59
Mafia II,Game: Mafia II, Platform: X360,0.56,0,0.84,0.15,1.55
Just Cause 2,Game: Just Cause 2, Platform: X360,0.85,0.02,0.59,0.17,1.62
Castlevania: Lords of Shadow - Reverie,Game: Castlevania: Lords of Shadow - Reverie, Platform: X360,0,0,0.02,0,0.02
Generator Rex: Agent of Providence,Game: Generator Rex: Agent of Providence, Platform: X360,0.01,0,0.05,0,0.06
Metal Gear Solid HD Edition,Game: Metal Gear Solid HD Edition, Platform: X360,0,0.01,0,0,0.01
Meikyuu Cross Blood: Reloaded,Game: Meikyuu Cross Blood: Reloaded, Platform: X360,0,0.02,0,0,0.02
Biohazard: Revival Selection,Game: Biohazard: Revival Selection, Platform: X360,0,0.03,0,0,0.03
Man vs. Wild,Game: Man vs. Wild, Platform: X360,0,0,0.09,0.01,0.1
Victorious: Time to Shine,Game: Victorious: Time to Shine, Platform: X360,0,0,0.12,0.01,0.13
Knights Contract,Game: Knights Contract, Platform: X360,0.03,0,0.05,0.01,0.08
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Game: The Penguins of Madagascar: Dr. Blowhole Returns - Again!, Platform: X360,0.03,0,0.07,0.01,0.11
SpongeBob's Surf & Skate Roadtrip,Game: SpongeBob's Surf & Skate Roadtrip, Platform: X360,0.03,0,0.15,0.01,0.19
The First Templar,Game: The First Templar, Platform: X360,0.04,0,0.06,0.01,0.11
Thor: God of Thunder,Game: Thor: God of Thunder, Platform: X360,0.04,0,0.09,0.01,0.15
Marvel Super Hero Squad: Comic Combat,Game: Marvel Super Hero Squad: Comic Combat, Platform: X360,0.04,0,0.13,0.01,0.18
Green Lantern: Rise of the Manhunters,Game: Green Lantern: Rise of the Manhunters, Platform: X360,0.05,0,0.07,0.01,0.13
The Cursed Crusade,Game: The Cursed Crusade, Platform: X360,0.05,0,0.08,0.01,0.15
Captain America: Super Soldier,Game: Captain America: Super Soldier, Platform: X360,0.05,0,0.11,0.01,0.18
Rango: The Video Game,Game: Rango: The Video Game, Platform: X360,0.06,0,0.06,0.01,0.13
Kung-Fu: High Impact,Game: Kung-Fu: High Impact, Platform: X360,0.06,0,0.08,0.01,0.15
Warriors: Legends of Troy,Game: Warriors: Legends of Troy, Platform: X360,0.04,0.01,0,0.01,0.06
Warriors Orochi 3,Game: Warriors Orochi 3, Platform: X360,0.03,0.03,0.09,0.01,0.16
El Shaddai: Ascension of the Metatron,Game: El Shaddai: Ascension of the Metatron, Platform: X360,0.05,0.03,0.07,0.01,0.16
Puss in Boots,Game: Puss in Boots, Platform: X360,0.02,0,0.2,0.02,0.23
X-Men: Destiny,Game: X-Men: Destiny, Platform: X360,0.05,0,0.18,0.02,0.24
Spider-Man: Edge of Time,Game: Spider-Man: Edge of Time, Platform: X360,0.05,0,0.18,0.02,0.25
Hunted: The Demon's Forge,Game: Hunted: The Demon's Forge, Platform: X360,0.07,0,0.13,0.02,0.22
Kung Fu Panda 2,Game: Kung Fu Panda 2, Platform: X360,0.07,0,0.16,0.02,0.25
Dynasty Warriors 7,Game: Dynasty Warriors 7, Platform: X360,0.07,0,0.16,0.02,0.24
Dead Rising 2: Off the Record,Game: Dead Rising 2: Off the Record, Platform: X360,0.09,0,0.17,0.02,0.28
Shadows of the Damned,Game: Shadows of the Damned, Platform: X360,0.06,0.01,0.1,0.02,0.19
Harry Potter and the Deathly Hallows - Part 2,Game: Harry Potter and the Deathly Hallows - Part 2, Platform: X360,0.12,0,0.19,0.03,0.34
Transformers: Dark of the Moon,Game: Transformers: Dark of the Moon, Platform: X360,0.13,0,0.13,0.03,0.29
The Adventures of Tintin: The Game,Game: The Adventures of Tintin: The Game, Platform: X360,0.14,0,0.07,0.03,0.25
Rise of Nightmares,Game: Rise of Nightmares, Platform: X360,0.13,0.01,0.28,0.04,0.47
Ace Combat: Assault Horizon,Game: Ace Combat: Assault Horizon, Platform: X360,0.12,0.03,0.3,0.04,0.49
Disney Universe,Game: Disney Universe, Platform: X360,0.15,0,0.37,0.05,0.57
Pro Evolution Soccer 2012,Game: Pro Evolution Soccer 2012, Platform: X360,0.34,0,0.1,0.07,0.5
Dragon Age II,Game: Dragon Age II, Platform: X360,0.3,0.01,0.72,0.09,1.12
Skylanders: Spyro's Adventure,Game: Skylanders: Spyro's Adventure, Platform: X360,0.35,0,0.53,0.1,0.97
LEGO Pirates of the Caribbean: The Video Game,Game: LEGO Pirates of the Caribbean: The Video Game, Platform: X360,0.42,0,0.54,0.1,1.07
Crysis 2,Game: Crysis 2, Platform: X360,0.5,0.02,0.7,0.12,1.35
LEGO Star Wars III: The Clone Wars,Game: LEGO Star Wars III: The Clone Wars, Platform: X360,0.54,0,0.84,0.13,1.51
Need for Speed: The Run,Game: Need for Speed: The Run, Platform: X360,0.58,0,0.63,0.15,1.38
Marvel Avengers: Battle for Earth,Game: Marvel Avengers: Battle for Earth, Platform: X360,0,0,0.02,0,0.02
Capcom Digital Collection,Game: Capcom Digital Collection, Platform: X360,0.01,0,0.02,0,0.03
Top Gun: Hard Lock,Game: Top Gun: Hard Lock, Platform: X360,0.02,0,0.03,0,0.06
Root Double: Before Crime After Days,Game: Root Double: Before Crime After Days, Platform: X360,0,0.01,0,0,0.01
Mushihimesama,Game: Mushihimesama, Platform: X360,0,0.02,0,0,0.02
Onechanbara Z Kagura,Game: Onechanbara Z Kagura, Platform: X360,0,0.03,0,0,0.03
Country Dance: All Stars,Game: Country Dance: All Stars, Platform: X360,0,0,0.16,0.01,0.17
WipeOut 3 The Game,Game: WipeOut 3 The Game, Platform: X360,0,0,0.2,0.01,0.21
Blades of Time,Game: Blades of Time, Platform: X360,0.03,0,0.07,0.01,0.11
Anarchy Reigns,Game: Anarchy Reigns, Platform: X360,0.02,0.02,0.11,0.01,0.17
Angry Birds Trilogy,Game: Angry Birds Trilogy, Platform: X360,0.06,0,0.18,0.02,0.27
Family Guy: Back to the Multiverse,Game: Family Guy: Back to the Multiverse, Platform: X360,0.09,0,0.14,0.02,0.25
Silent Hill HD Collection,Game: Silent Hill HD Collection, Platform: X360,0.06,0.01,0.11,0.02,0.19
Asura's Wrath,Game: Asura's Wrath, Platform: X360,0.06,0.01,0.15,0.02,0.24
Binary Domain,Game: Binary Domain, Platform: X360,0.07,0.02,0.09,0.02,0.19
Ninja Gaiden 3,Game: Ninja Gaiden 3, Platform: X360,0.05,0.03,0.16,0.02,0.25
Silent Hill: Downpour,Game: Silent Hill: Downpour, Platform: X360,0.08,0,0.22,0.03,0.33
Mass Effect Trilogy,Game: Mass Effect Trilogy, Platform: X360,0.1,0,0.28,0.03,0.41
Devil May Cry HD Collection,Game: Devil May Cry HD Collection, Platform: X360,0.11,0.01,0.28,0.03,0.44
Transformers: Fall of Cybertron,Game: Transformers: Fall of Cybertron, Platform: X360,0.13,0,0.28,0.04,0.44
Epic Mickey 2: The Power of Two,Game: Epic Mickey 2: The Power of Two, Platform: X360,0.17,0,0.32,0.04,0.54
Lollipop Chainsaw,Game: Lollipop Chainsaw, Platform: X360,0.13,0.02,0.31,0.04,0.49
NCAA Football 13,Game: NCAA Football 13, Platform: X360,0,0,1.02,0.06,1.08
The Amazing Spider-Man (Console Version),Game: The Amazing Spider-Man (Console Version), Platform: X360,0.26,0,0.43,0.06,0.75
Resident Evil: Operation Raccoon City,Game: Resident Evil: Operation Raccoon City, Platform: X360,0.15,0.03,0.55,0.06,0.78
UFC Undisputed 3,Game: UFC Undisputed 3, Platform: X360,0.21,0,0.72,0.07,1
[Prototype 2],Game: [Prototype 2], Platform: X360,0.25,0,0.48,0.07,0.8
Darksiders II,Game: Darksiders II, Platform: X360,0.28,0,0.45,0.07,0.8
Sleeping Dogs,Game: Sleeping Dogs, Platform: X360,0.41,0.01,0.38,0.08,0.88
The Witcher 2: Assassins of Kings,Game: The Witcher 2: Assassins of Kings, Platform: X360,0.36,0.02,0.48,0.08,0.94
Medal of Honor: Warfighter,Game: Medal of Honor: Warfighter, Platform: X360,0.47,0.01,0.58,0.1,1.17
WWE '13,Game: WWE '13, Platform: X360,0.45,0,0.72,0.11,1.28
Skylanders Giants,Game: Skylanders Giants, Platform: X360,0.45,0,0.75,0.11,1.32
LEGO The Lord of the Rings,Game: LEGO The Lord of the Rings, Platform: X360,0.51,0,0.63,0.11,1.26
Dishonored,Game: Dishonored, Platform: X360,0.52,0.01,1.06,0.14,1.73
LEGO Batman 2: DC Super Heroes,Game: LEGO Batman 2: DC Super Heroes, Platform: X360,0.64,0,0.9,0.15,1.68
DuckTales: Remastered,Game: DuckTales: Remastered, Platform: X360,0,0,0.03,0,0.04
Ben 10 Omniverse 2,Game: Ben 10 Omniverse 2, Platform: X360,0.01,0,0,0,0.01
Young Justice: Legacy,Game: Young Justice: Legacy, Platform: X360,0.01,0,0,0,0.01
Fast & Furious: Showdown,Game: Fast & Furious: Showdown, Platform: X360,0.04,0,0,0,0.05
Adventure Time: Explore the Dungeon Because I Don't Know!,Game: Adventure Time: Explore the Dungeon Because I Don't Know!, Platform: X360,0.04,0,0.03,0.01,0.08
Dynasty Warriors 8,Game: Dynasty Warriors 8, Platform: X360,0.05,0,0.09,0.01,0.16
Killer is Dead,Game: Killer is Dead, Platform: X360,0.02,0.01,0.08,0.01,0.12
Remember Me,Game: Remember Me, Platform: X360,0.07,0,0.1,0.02,0.18
Hitman: HD Trilogy,Game: Hitman: HD Trilogy, Platform: X360,0.09,0,0.07,0.02,0.18
Star Trek: The Game,Game: Star Trek: The Game, Platform: X360,0.09,0,0.12,0.02,0.22
Resident Evil: Revelations,Game: Resident Evil: Revelations, Platform: X360,0.11,0.02,0.12,0.02,0.27
Pro Evolution Soccer 2014,Game: Pro Evolution Soccer 2014, Platform: X360,0.16,0,0.06,0.03,0.25
Metro: Last Light,Game: Metro: Last Light, Platform: X360,0.16,0,0.17,0.03,0.36
Deadpool,Game: Deadpool, Platform: X360,0.16,0,0.26,0.04,0.46
Metal Gear Rising: Revengeance,Game: Metal Gear Rising: Revengeance, Platform: X360,0.16,0,0.29,0.04,0.5
DmC: Devil May Cry,Game: DmC: Devil May Cry, Platform: X360,0.13,0.01,0.26,0.04,0.44
Terraria,Game: Terraria, Platform: X360,0.31,0,0.35,0.06,0.72
Dead Island: Riptide,Game: Dead Island: Riptide, Platform: X360,0.27,0.01,0.44,0.07,0.79
Dead Space 3,Game: Dead Space 3, Platform: X360,0.28,0,0.64,0.08,0.99
Tom Clancy's Splinter Cell: Blacklist,Game: Tom Clancy's Splinter Cell: Blacklist, Platform: X360,0.34,0.01,0.57,0.08,0.99
Disney Infinity,Game: Disney Infinity, Platform: X360,0.37,0,0.96,0.11,1.43
Saints Row IV,Game: Saints Row IV, Platform: X360,0.53,0.01,1.01,0.14,1.69
Yaiba: Ninja Gaiden Z,Game: Yaiba: Ninja Gaiden Z, Platform: X360,0.02,0,0.03,0,0.05
The Voice,Game: The Voice, Platform: X360,0,0,0.07,0.01,0.08
Murdered: Soul Suspect,Game: Murdered: Soul Suspect, Platform: X360,0.04,0,0.06,0.01,0.11
Escape Dead Island,Game: Escape Dead Island, Platform: X360,0.05,0,0.03,0.01,0.09
Castlevania: Lords of Shadow 2,Game: Castlevania: Lords of Shadow 2, Platform: X360,0.07,0,0.02,0.01,0.1
Adventure Time: The Secret of the Nameless Kingdom,Game: Adventure Time: The Secret of the Nameless Kingdom, Platform: X360,0.08,0,0,0.01,0.09
Metal Gear Solid V: Ground Zeroes,Game: Metal Gear Solid V: Ground Zeroes, Platform: X360,0.06,0.01,0.07,0.01,0.15
Transformer: Rise of the Dark Spark,Game: Transformer: Rise of the Dark Spark, Platform: X360,0.07,0,0.09,0.02,0.17
The Amazing Spider-Man 2 (2014),Game: The Amazing Spider-Man 2 (2014), Platform: X360,0.14,0,0.1,0.02,0.26
Thief (2014),Game: Thief (2014), Platform: X360,0.13,0,0.14,0.03,0.3
LEGO The Hobbit,Game: LEGO The Hobbit, Platform: X360,0.26,0,0.2,0.04,0.5
The Evil Within,Game: The Evil Within, Platform: X360,0.2,0.01,0.25,0.04,0.5
Middle-Earth: Shadow of Mordor,Game: Middle-Earth: Shadow of Mordor, Platform: X360,0.21,0,0.28,0.05,0.54
Skylanders: Trap Team,Game: Skylanders: Trap Team, Platform: X360,0.31,0,0.54,0.08,0.93
Lego Batman 3: Beyond Gotham,Game: Lego Batman 3: Beyond Gotham, Platform: X360,0.38,0,0.48,0.08,0.95
Assassin's Creed: Rogue,Game: Assassin's Creed: Rogue, Platform: X360,0.38,0,0.58,0.09,1.05
Disney Infinity 2.0: Marvel Super Heroes,Game: Disney Infinity 2.0: Marvel Super Heroes, Platform: X360,0.4,0,0.62,0.1,1.12
The LEGO Movie Videogame,Game: The LEGO Movie Videogame, Platform: X360,0.52,0,0.69,0.11,1.32
Watch Dogs,Game: Watch Dogs, Platform: X360,0.45,0.01,0.72,0.11,1.28
The Peanuts Movie: Snoopy's Grand Adventure,Game: The Peanuts Movie: Snoopy's Grand Adventure, Platform: X360,0.02,0,0,0,0.03
Kung Fu Panda: Showdown of Legendary Legends,Game: Kung Fu Panda: Showdown of Legendary Legends, Platform: X360,0.03,0,0,0,0.03
Rugby League Live 3,Game: Rugby League Live 3, Platform: X360,0.03,0,0,0,0.03
Monster High: New Ghoul in School,Game: Monster High: New Ghoul in School, Platform: X360,0.04,0,0,0,0.04
NHL Legacy,Game: NHL Legacy, Platform: X360,0,0,0.05,0.01,0.05
Just Dance: Disney Party 2,Game: Just Dance: Disney Party 2, Platform: X360,0.01,0,0.05,0.01,0.07
Transformers: Devastation,Game: Transformers: Devastation, Platform: X360,0.02,0,0.06,0.01,0.09
Resident Evil: Revelations 2,Game: Resident Evil: Revelations 2, Platform: X360,0.04,0,0.04,0.01,0.09
Adventure Time: Finn & Jake Investigations,Game: Adventure Time: Finn & Jake Investigations, Platform: X360,0.06,0,0.02,0.01,0.09
Metal Gear Solid V: The Phantom Pain,Game: Metal Gear Solid V: The Phantom Pain, Platform: X360,0.08,0,0.12,0.02,0.21
Skylanders: SuperChargers,Game: Skylanders: SuperChargers, Platform: X360,0.18,0,0.24,0.04,0.46
Disney Infinity 3.0,Game: Disney Infinity 3.0, Platform: X360,0.21,0,0.19,0.04,0.44
LEGO Dimensions,Game: LEGO Dimensions, Platform: X360,0.28,0,0.24,0.05,0.56
LEGO Jurassic World,Game: LEGO Jurassic World, Platform: X360,0.4,0,0.47,0.08,0.95
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Game: Teenage Mutant Ninja Turtles: Mutants in Manhattan, Platform: X360,0.02,0,0.01,0,0.03
